"gene","avg_log2FC","p_val","p_val_adj","pct_roi","pct_rest","sample","roi","reference","test","expression_assay","logfc_cutoff","fdr_cutoff","min_pct","n_spots_roi","n_spots_rest","passes_selected_filters","complete_gene_table","analysis_format_version","n_genes_tested"
"BATF",3.4302,0.00491546831656203,0.0297199834784161,0.172,0.057,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"WNK2",3.3979,7.92430101858881e-07,2.93059132369436e-05,0.276,0.062,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"BHMT2",-3.3939,7.60408656815051e-08,3.92041231636765e-06,0.034,0.585,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RCN2",-3.3872,5.82564712342884e-05,0.00112758154452422,0,0.376,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"C2orf40",3.3669,0.00579889544480393,0.0334755872726519,0.103,0.025,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GOLGA8A",3.3661,0.00017916601305792,0.00270194739576972,0.276,0.093,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CCL21",3.3639,1.48959176905065e-15,1.41727885953491e-12,0.966,0.868,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TTYH1",3.3579,0.00339459635418946,0.0230251752708664,0.138,0.037,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COL10A1",3.3532,0.00302905410436199,0.0211912301178159,0.103,0.022,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ITIH5",3.3478,9.17726979871581e-10,7.74591175107739e-08,0.276,0.043,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AMDHD1",-3.3292,4.31927755869853e-06,0.000128790766180453,0,0.451,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ADM5",3.3251,0.00340904304919454,0.0230932327203042,0.103,0.022,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IGHD",3.3238,0.00116993533685249,0.010915435431628,0.138,0.032,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CD69",3.3194,0.000994455231419766,0.0097754462514604,0.241,0.085,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FOXF1",3.2942,0.000574746047355523,0.00673604941951053,0.207,0.062,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CD2",3.2922,3.13268560757304e-12,6.30513222478066e-10,0.621,0.197,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CD27",3.2843,0.00104567767723028,0.0101240171784386,0.241,0.084,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SCGB3A1",3.2843,0.00554110506290235,0.0324528290925215,0.138,0.039,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NR4A2",3.2754,2.4135113315583e-05,0.000549126295567155,0.31,0.098,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PRKG1",3.2455,0.000760411850812723,0.00826424759149113,0.172,0.046,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"VTCN1",3.2371,0.00136817762774881,0.012217872911279,0.069,0.009,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ARHGEF19",3.2309,0.00833177197393734,0.0428963132648027,0.172,0.062,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TBC1D10C",3.1995,1.46336250700296e-12,3.48080727233931e-10,0.69,0.243,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DUSP2",3.1911,7.66101638575951e-10,6.68168312444658e-08,0.448,0.113,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PROM1",3.1848,3.7954608566454e-06,0.000115811350803646,0.138,0.018,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TRBC1",3.1695,1.83924464163663e-09,1.41540694260066e-07,0.655,0.291,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CFTR",3.1665,8.25507104821028e-08,4.19405697041596e-06,0.379,0.102,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ACAP1",3.1487,3.43271728807719e-09,2.47771166462178e-07,0.552,0.196,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PTPN7",3.1484,0.0097678520975717,0.0479954648137021,0.207,0.087,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GABRB3",-3.1472,1.60674654811529e-05,0.00038747026204089,0,0.415,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ANXA3",3.1459,1.29861758266426e-05,0.000323603133813433,0.172,0.031,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TCF7",3.1451,0.00570348533751304,0.033107419602003,0.276,0.133,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CSGALNACT1",3.1406,0.00536013226463099,0.0317302852271651,0.172,0.058,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LY9",3.1365,0.00265582773927765,0.0193027035550555,0.138,0.036,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HIF3A",3.1293,0.000143178788692685,0.00226703358919461,0.138,0.025,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IGHA2",3.1281,1.44189138218231e-07,6.73842954025186e-06,0.724,0.426,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MRPL35",-3.1167,1.70984333746454e-05,0.000408566675111961,0,0.413,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SYTL1",3.1164,1.58492103449901e-05,0.000383976470996912,0.345,0.118,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EXOC1",3.112,0.00107610738591522,0.0103420935729924,0.31,0.138,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RHOF",3.0985,0.000251398841858203,0.00351287086633905,0.31,0.119,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMC6",3.0958,2.24977078977873e-09,1.70623920911769e-07,0.69,0.336,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"XCL2",3.0938,0.00100389006583134,0.00981928951158559,0.138,0.031,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"POLR3GL",-3.0915,1.70984330860304e-05,0.000408566675111961,0,0.413,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CTAG2",-3.0883,2.65989990197899e-05,0.000597328594887799,0,0.4,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CD226",3.0846,0.0013695753111478,0.0122199277122531,0.207,0.067,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IGHM",3.0832,1.78946347080756e-17,3.12142078091199e-14,0.793,0.239,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CEACAM21",3.0795,0.00564336619594147,0.0328495387134168,0.103,0.024,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RASAL3",3.0644,1.0573012971744e-05,0.00027322754015376,0.483,0.226,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ARHGAP45",3.0631,4.30774485205715e-16,5.63560720270376e-13,0.862,0.35,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MMP7",3.0567,2.0315611773973e-09,1.55199410822191e-07,0.414,0.099,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PDZK1IP1",3.0566,1.73411576163049e-09,1.36460568129509e-07,0.414,0.1,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RARG",3.0565,2.45919520628886e-05,0.000558306660065492,0.345,0.121,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CARD11",3.0516,0.00272796963997975,0.0196496422932058,0.207,0.072,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LCK",3.0303,2.48397016346e-05,0.000562710643523212,0.414,0.176,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMEM107",3.0292,0.00201995782720755,0.0160036931260819,0.276,0.118,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"YIPF1",-3.0284,2.59609333033845e-05,0.000586840449143028,0,0.4,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LTB",3.0224,4.008167435103e-10,3.61633451515414e-08,0.759,0.441,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TRBC2",3.0163,4.28676445057021e-11,5.67914895438833e-09,0.759,0.406,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SCTR",3.0055,2.63779944429555e-05,0.000594982952241319,0.207,0.046,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SFRP5",3.0032,3.01980211075648e-13,1.05350829637258e-10,0.448,0.082,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SAP25",2.9901,4.96613579518622e-07,1.95396906888793e-05,0.414,0.134,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ITGB4",2.9847,9.71811312877045e-05,0.00169516286676186,0.31,0.11,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DHRSX",-2.9757,7.42489841051505e-05,0.00136811596416286,0,0.368,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SPOCK2",2.9621,7.05554737234171e-05,0.0013110018652146,0.379,0.155,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FLRT2",2.9583,0.00154400349764137,0.0134215453540819,0.241,0.089,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GDF15",-2.9434,7.27321643230949e-07,2.7186243993054e-05,0.034,0.55,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LINC01485",-2.9423,7.55899815501969e-06,0.000207100719084911,0.034,0.478,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PRAM1",2.9395,0.00280845503610005,0.0200828376027044,0.172,0.053,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MRPL3",-2.9382,5.12383513460287e-05,0.00101564504770367,0,0.38,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EXTL3",-2.9231,0.00062193420490285,0.00716868214593968,0,0.297,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CHD3",2.9034,1.27202264983162e-09,1.02407608101059e-07,0.69,0.329,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EFS",2.9024,0.000448277947688994,0.00557668733549677,0.172,0.042,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ZNF683",2.895,0.00312970775815923,0.0216637046275757,0.138,0.036,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TBX1",2.8944,0.00902643424500824,0.0452797278532819,0.103,0.026,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EMB",2.8931,0.00091822167907449,0.00930310560812547,0.276,0.108,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MAP4K1",2.8713,0.000561447342494151,0.00661723861097273,0.31,0.129,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TFF3",2.8709,0.00016260956844202,0.00252503226011006,0.379,0.165,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FGD3",2.8656,0.000128729910137547,0.00208881742558072,0.379,0.164,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CD52",2.8628,1.24190580834804e-12,3.04623289821327e-10,0.897,0.613,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IGHA1",2.8597,8.81300212691203e-10,7.5604000213329e-08,0.897,0.786,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CDKN1C",2.8583,7.66548563967919e-06,0.000209041043583862,0.345,0.108,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LAT",2.8512,0.000160394687284435,0.00249433996600134,0.379,0.168,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MUC6",2.8494,8.92625243793378e-08,4.51314773021328e-06,0.276,0.053,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MANEAL",-2.849,4.94677922901366e-05,0.000995634450208787,0,0.381,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"UBIAD1",-2.8306,9.64852556528004e-05,0.00169148188553134,0,0.36,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MUT",-2.8263,3.03430570077913e-08,1.71676795941594e-06,0.034,0.632,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CHRDL2",-2.8193,6.69445478371014e-05,0.00126241736515875,0,0.371,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"STON1",2.8013,0.00320545079098425,0.0220277399727125,0.172,0.053,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CTC1",2.7975,0.00466138796375644,0.0287145888338287,0.31,0.16,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RASGRP2",2.7932,1.10363704914859e-07,5.39510369759578e-06,0.483,0.172,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LGALS2",2.7887,0.00208337434368054,0.0163452742735836,0.31,0.144,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LGR6",2.7848,0.00327386109154577,0.0223802940457988,0.138,0.037,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MRPL48",-2.782,0.000172042357321803,0.00262830282032728,0,0.341,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SPINT1-AS1",2.7678,0.001371248895415,0.0122244386196026,0.172,0.048,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ZC3H7A",2.7598,0.000864600877632159,0.0089686416828184,0.414,0.236,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DGKA",2.7573,0.00499943138202672,0.0301405811315044,0.241,0.102,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IGLC2",2.7522,6.71605510722073e-14,2.70347049046816e-11,0.966,0.845,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FYB1",2.7376,0.00269217654712965,0.019499183212636,0.345,0.181,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ETNPPL",-2.7254,1.27373546717162e-05,0.000318160272062486,0.034,0.463,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CD79B",2.722,1.47169013073865e-06,5.00087951568529e-05,0.414,0.141,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"THBS1",2.7215,2.99396050252077e-06,9.35366884160669e-05,0.724,0.512,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GZMA",2.718,5.08049325224166e-05,0.00101088293494223,0.414,0.18,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LXN",2.7139,0.00187544185537763,0.0152040081009933,0.276,0.116,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"KRT19",2.7014,3.13460077383674e-15,2.34333797849823e-12,0.621,0.139,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CCL19",2.6977,5.18581159972357e-11,6.53912098827793e-09,0.862,0.601,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LIMD2",2.6947,5.82980407733309e-10,5.12728819103933e-08,0.759,0.438,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ITGB7",2.6851,0.00271804150155048,0.0196051153378548,0.31,0.15,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CORO1A",2.6827,3.09397020440312e-14,1.40789096344709e-11,0.931,0.577,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CKS2",-2.6792,0.000141131748887166,0.00223800739977739,0,0.348,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"APOC2",-2.6785,3.52284623902651e-13,1.14136488600578e-10,0.379,0.931,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC2A3",2.6673,0.00294789445374232,0.0208042234341653,0.31,0.151,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PYGL",-2.6667,6.12058061106625e-08,3.23525235734441e-06,0.103,0.656,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SFI1",2.6491,0.00173467899069561,0.0144558115466586,0.414,0.244,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"VSIG2",2.6462,0.000417539559049367,0.0052632587231465,0.241,0.078,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FXYD2",2.6434,6.10533294145062e-09,4.0080704086178e-07,0.552,0.188,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GZMM",2.6381,0.0102232582385993,0.0496178879484765,0.207,0.086,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"STMN3",2.6295,0.00069882541051782,0.00780044319994781,0.379,0.189,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SERPINA12",-2.6285,0.000185703917045751,0.0027884895205177,0,0.339,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PDZD4",2.628,0.00376291338096708,0.0247742868354202,0.207,0.075,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SYT12",-2.6221,0.000193962925440565,0.00287537673889654,0,0.337,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RAC2",2.6127,5.09636548343e-05,0.00101211690985917,0.483,0.249,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ABCC2",-2.5932,1.07249004065319e-05,0.000276469969593013,0.034,0.479,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MYCL",-2.5916,0.000327648737081931,0.00432976222512561,0,0.319,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MYO7A",-2.5914,0.000314110014421369,0.00419856374321079,0,0.321,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ARHGAP4",2.5826,7.50827164264121e-06,0.000206250842550874,0.621,0.386,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TEDC1",2.5773,0.0032525392512263,0.0222781909707686,0.276,0.122,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TMEM159",2.5708,8.85150236507048e-05,0.00157016650428522,0.276,0.084,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MARCH9",2.568,0.00201725201293757,0.0159985797067864,0.379,0.21,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ITGAL",2.5636,4.97322913268646e-05,0.000999036777403004,0.483,0.247,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"LINC02532",-2.5622,0.000324213499706937,0.00429521327586431,0,0.32,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATP2A3",2.5563,7.25077523274001e-09,4.65562046538999e-07,0.655,0.287,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PRICKLE1",2.5555,0.00181683466040295,0.0148589073095465,0.207,0.068,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MZB1",2.5545,1.33315471859557e-07,6.37114031270377e-06,0.448,0.14,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AC020916.1",2.5525,0.000116865358409926,0.00193837217292913,0.379,0.16,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
